constituency_code,candidate_party_code,candidate_votes,win,winner,assembly_code
PP132,Pakistan Tehreek-e-Insaf,48554,48554,1,PP
PP132,Pakistan Tehreek-e-Insaf (Nazriati),130,48554,,PP
PP132,Tehreek Labbaik Pakistan,14725,48554,,PP
PP132,Tehreek-e-Labbaik Islam,410,48554,,PP
PP133,Allah-O-Akbar Tehreek,1401,26434,,PP
PP133,Independent,17122,26434,,PP
PP133,Jannat Pakistan Party,20,26434,,PP
PP133,Pakistan Muslim League (N),26434,26434,1,PP
PP133,Pakistan Peoples Party Parliamentarians,22871,26434,,PP
PP133,Pakistan Quami Yakjehti Party,222,26434,,PP
PP133,Pakistan Tehreek-e-Insaf,24080,26434,,PP
PP133,Tehreek Labbaik Pakistan,10743,26434,,PP
PP133,Tehreek-e-Labbaik Islam,204,26434,,PP
PP134,Allah-O-Akbar Tehreek,1422,33506,,PP
PP134,Independent,33506,33506,1,PP
PP134,Muttahida Qaumi Movement Pakistan,71,33506,,PP
PP134,Pakistan Muslim League (N),28448,33506,,PP
PP134,Pakistan Peoples Party Parliamentarians,1991,33506,,PP
PP134,Pakistan Tehreek-e-Insaf,26161,33506,,PP
PP134,Pakistan Tehreek-e-Insaf (Nazriati),196,33506,,PP
PP134,Tehreek Labbaik Pakistan,15458,33506,,PP
PP135,All Pakistan Muslim League,227,50160,,PP
PP135,Independent,2320,50160,,PP
PP135,Pakistan Freedom Movement,47,50160,,PP
PP135,Pakistan Muslim League (N),38969,50160,,PP
PP135,Pakistan Tehreek-e-Insaf,50160,50160,1,PP
PP135,Pakistan Tehreek-e-Insaf (Nazriati),393,50160,,PP
PP135,Tehreek Labbaik Pakistan,7525,50160,,PP
PP136,Allah-O-Akbar Tehreek,3533,52539,,PP
PP136,Barabri Party Pakistan,55,52539,,PP
PP136,Independent,1392,52539,,PP
PP136,Pakistan Muslim League (N),33623,52539,,PP
PP136,Pakistan Peoples Party Parliamentarians,904,52539,,PP
PP136,Pakistan Tehreek-e-Insaf,52539,52539,1,PP
PP136,Tehreek Labbaik Pakistan,11416,52539,,PP
PP137,All Pakistan Muslim League,75,37958,,PP
PP137,Independent,1946,37958,,PP
PP137,Pakistan Muslim League (N),37958,37958,1,PP
PP137,Pakistan Peoples Party Parliamentarians,1705,37958,,PP
PP137,Pakistan Sunni Tehreek,81,37958,,PP
PP137,Pakistan Tehreek-e-Insaf,31499,37958,,PP
PP137,Tehreek Labbaik Pakistan,9775,37958,,PP
PP138,All Pakistan Muslim League,377,34474,,PP
PP138,Independent,12911,34474,,PP
PP138,Mutahida Majlis-e-Amal Pakistan,481,34474,,PP
PP138,Pakistan Muslim League (N),34474,34474,1,PP
PP138,Pakistan Peoples Party Parliamentarians,510,34474,,PP
PP138,Pakistan Tehreek-e-Insaf,20827,34474,,PP
PP138,Tehreek Labbaik Pakistan,12244,34474,,PP
PP139,Independent,33374,33374,1,PP
PP139,Pakistan Muslim League (N),30994,33374,,PP
PP139,Pakistan Peoples Party Parliamentarians,755,33374,,PP
PP139,Pakistan Tehreek-e-Insaf,27103,33374,,PP
PP139,Tehreek Labbaik Pakistan,17847,33374,,PP
PP14,Allah-O-Akbar Tehreek,337,54092,,PP
PP14,Independent,2942,54092,,PP
PP14,Mutahida Majlis-e-Amal Pakistan,5088,54092,,PP
PP14,Pakistan Muslim League (N),32837,54092,,PP
PP14,Pakistan Peoples Party Parliamentarians,1389,54092,,PP
PP14,Pakistan Tehreek-e-Insaf,54092,54092,1,PP
PP14,Tehreek Labbaik Pakistan,6761,54092,,PP
PP140,All Pakistan Muslim League,85,32862,,PP
PP140,Allah-O-Akbar Tehreek,1641,32862,,PP
PP140,Grand Democratic Alliance,424,32862,,PP
PP140,Independent,25998,32862,,PP
PP140,Mutahida Majlis-e-Amal Pakistan,4474,32862,,PP
PP140,Pakistan Muslim League (N),26029,32862,,PP
PP140,Pakistan Peoples Party Parliamentarians,4444,32862,,PP
PP140,Pakistan Sunni Tehreek,50,32862,,PP
PP140,Pakistan Tehreek-e-Insaf,32862,32862,1,PP
PP140,Tehreek Labbaik Pakistan,11265,32862,,PP
PP141,Allah-O-Akbar Tehreek,2794,37390,,PP
PP141,Independent,27195,37390,,PP
PP141,Mutahida Majlis-e-Amal Pakistan,3515,37390,,PP
PP141,Pakistan Muslim League (N),37390,37390,1,PP
PP141,Pakistan Peoples Party Parliamentarians,4056,37390,,PP
PP141,Pakistan Tehreek-e-Insaf,27642,37390,,PP
PP141,Pakistan Tehreek-e-Insaf (Nazriati),110,37390,,PP
PP141,Tehreek Labbaik Pakistan,10042,37390,,PP
PP141,Tehreek-e-Labbaik Islam,493,37390,,PP
PP142,Allah-O-Akbar Tehreek,1511,36791,,PP
PP142,Independent,36791,36791,1,PP
PP142,Pakistan Muslim League (N),22257,36791,,PP
PP142,Pakistan Peoples Party Parliamentarians,8729,36791,,PP
PP142,Pakistan Sunni Tehreek,54,36791,,PP
PP142,Pakistan Tehreek-e-Insaf,27074,36791,,PP
PP142,Tehreek Labbaik Pakistan,12089,36791,,PP
PP143,Allah-O-Akbar Tehreek,1600,51710,,PP
PP143,Independent,51710,51710,1,PP
PP143,Mutahida Majlis-e-Amal Pakistan,2365,51710,,PP
PP143,Pakistan Muslim League (N),31207,51710,,PP
PP143,Pakistan Peoples Party Parliamentarians,5109,51710,,PP
PP143,Pakistan Tehreek-e-Insaf,30083,51710,,PP
PP143,Tehreek Labbaik Pakistan,13110,51710,,PP
PP144,All Pakistan Muslim League,143,45548,,PP
PP144,Independent,2233,45548,,PP
PP144,Pakistan Muslim League (N),45548,45548,1,PP
PP144,Pakistan Peoples Party Parliamentarians,1180,45548,,PP
PP144,Pakistan Sunni Tehreek,135,45548,,PP
PP144,Pakistan Tehreek-e-Insaf,36811,45548,,PP
PP144,Tehreek Labbaik Pakistan,9948,45548,,PP
PP144,Tehreek-e-Labbaik Islam,320,45548,,PP
PP145,Independent,5037,47344,,PP
PP145,Mutahida Majlis-e-Amal Pakistan,1338,47344,,PP
PP145,Pakistan Muslim League (N),47344,47344,1,PP
PP145,Pakistan Peoples Party Parliamentarians,1603,47344,,PP
PP145,Pakistan Tehreek-e-Insaf,27912,47344,,PP
PP145,Tehreek Labbaik Pakistan,13137,47344,,PP
PP145,Tehrik Jawanan Pakistan,47,47344,,PP
PP146,Independent,1126,71389,,PP
PP146,Mutahida Majlis-e-Amal Pakistan,1780,71389,,PP
PP146,Pakistan Muslim League (N),71389,71389,1,PP
PP146,Pakistan Peoples Party Parliamentarians,1392,71389,,PP
PP146,Pakistan Tehreek-e-Insaf,43422,71389,,PP
PP146,Tehreek Labbaik Pakistan,11456,71389,,PP
PP147,Allah-O-Akbar Tehreek,1414,63297,,PP
PP147,Independent,261,63297,,PP
PP147,Mutahida Majlis-e-Amal Pakistan,2556,63297,,PP
PP147,Pakistan Muslim League (N),63297,63297,1,PP
PP147,Pakistan Tehreek-e-Insaf,28887,63297,,PP
PP147,Tehreek Labbaik Pakistan,14580,63297,,PP
PP149,Allah-O-Akbar Tehreek,1444,66953,,PP
PP149,Independent,466,66953,,PP
PP149,Mutahida Majlis-e-Amal Pakistan,1216,66953,,PP
PP149,Pak Sarzameen Party,55,66953,,PP
PP149,Pakistan Muslim League (N),66953,66953,1,PP
PP149,Pakistan Peoples Party Parliamentarians,1578,66953,,PP
PP149,Pakistan Tehreek-e-Insaf,61252,66953,,PP
PP149,Tehreek Labbaik Pakistan,10812,66953,,PP
PP15,Allah-O-Akbar Tehreek,1071,38505,,PP
PP15,Independent,1198,38505,,PP
PP15,Mutahida Majlis-e-Amal Pakistan,1611,38505,,PP
PP15,Pakistan Awami League,126,38505,,PP
PP15,Pakistan Muslim League (N),22303,38505,,PP
PP15,Pakistan Peoples Party Parliamentarians,1886,38505,,PP
PP15,Pakistan Sunni Tehreek,510,38505,,PP
PP15,Pakistan Tehreek-e-Insaf,38505,38505,1,PP
PP15,Tehreek Labbaik Pakistan,4085,38505,,PP
PP150,Aam Awam Party,25,56035,,PP
PP150,All Pakistan Muslim League,108,56035,,PP
PP150,Allah-O-Akbar Tehreek,1830,56035,,PP
PP150,Independent,952,56035,,PP
PP150,Mutahida Majlis-e-Amal Pakistan,1570,56035,,PP
PP150,Pak Sarzameen Party,39,56035,,PP
PP150,Pakistan Muslim League (N),56035,56035,1,PP
PP150,Pakistan Peoples Party Parliamentarians,1722,56035,,PP
PP150,Pakistan Tehreek-e-Insaf,37310,56035,,PP
PP150,Tehreek Labbaik Pakistan,8227,56035,,PP
PP151,All Pakistan Muslim League,55,65830,,PP
PP151,Allah-O-Akbar Tehreek,554,65830,,PP
PP151,Independent,289,65830,,PP
PP151,Mutahida Majlis-e-Amal Pakistan,1491,65830,,PP
PP151,Pakistan Muslim League (N),51971,65830,,PP
PP151,Pakistan Peoples Party Parliamentarians,885,65830,,PP
PP151,Pakistan Tehreek-e-Insaf,65830,65830,1,PP
PP151,Tehreek Labbaik Pakistan,8153,65830,,PP
PP152,Aam Awam Party,37,43668,,PP
PP152,All Pakistan Muslim League,187,43668,,PP
PP152,Independent,5819,43668,,PP
PP152,Mutahida Majlis-e-Amal Pakistan,1257,43668,,PP
PP152,Pakistan Muslim League (N),43668,43668,1,PP
PP152,Pakistan Peoples Party Parliamentarians,2988,43668,,PP
PP152,Pakistan Tehreek-e-Insaf,37143,43668,,PP
PP152,Tehreek Labbaik Pakistan,7749,43668,,PP
PP153,Independent,623,44556,,PP
PP153,Mutahida Majlis-e-Amal Pakistan,1168,44556,,PP
PP153,Pakistan Muslim League (N),44556,44556,1,PP
PP153,Pakistan Peoples Party Parliamentarians,765,44556,,PP
PP153,Pakistan Tehreek-e-Insaf,19633,44556,,PP
PP153,Tehreek Labbaik Pakistan,9406,44556,,PP
PP154,Awami Workers Party,87,53503,,PP
PP154,Independent,6008,53503,,PP
PP154,Pakistan Muslim League (N),53503,53503,1,PP
PP154,Pakistan Peoples Party Parliamentarians,890,53503,,PP
PP154,Pakistan Tehreek-e-Insaf,30045,53503,,PP
PP154,Tehreek Labbaik Pakistan,6025,53503,,PP
PP155,All Pakistan Muslim League,60,39514,,PP
PP155,Allah-O-Akbar Tehreek,2764,39514,,PP
PP155,Independent,4301,39514,,PP
PP155,Mutahida Majlis-e-Amal Pakistan,2174,39514,,PP
PP155,Pakistan Muslim League (N),39514,39514,1,PP
PP155,Pakistan Peoples Party Parliamentarians,10873,39514,,PP
PP155,Pakistan Tehreek-e-Insaf,18591,39514,,PP
PP155,Tehreek-e-Labbaik Islam,7679,39514,,PP
PP156,Independent,1479,52735,,PP
PP156,National Party,99,52735,,PP
PP156,Pakistan Muslim League (N),52735,52735,1,PP
PP156,Pakistan Tehreek-e-Insaf,36902,52735,,PP
PP156,Tehreek Labbaik Pakistan,5494,52735,,PP
PP156,Tehreek-e-Labbaik Islam,5492,52735,,PP
PP157,Allah-O-Akbar Tehreek,1801,40111,,PP
PP157,Independent,736,40111,,PP
PP157,Pakistan Muslim League (N),40111,40111,1,PP
PP157,Pakistan Peoples Party Parliamentarians,1400,40111,,PP
PP157,Pakistan Tehreek-e-Insaf,35125,40111,,PP
PP157,Tehreek Labbaik Pakistan,5935,40111,,PP
PP158,Independent,481,52299,,PP
PP158,National Party,40,52299,,PP
PP158,Pakistan Muslim League (N),45228,52299,,PP
PP158,Pakistan Peoples Party Parliamentarians,1410,52299,,PP
PP158,Pakistan Tehreek-e-Insaf,52299,52299,1,PP
PP158,Tehreek Labbaik Pakistan,6273,52299,,PP
PP159,Independent,543,55128,,PP
PP159,Mutahida Majlis-e-Amal Pakistan,1370,55128,,PP
PP159,National Party,168,55128,,PP
PP159,Pakistan Freedom Movement,186,55128,,PP
PP159,Pakistan Muslim League (N),47970,55128,,PP
PP159,Pakistan Peoples Party Parliamentarians,2370,55128,,PP
PP159,Pakistan Sunni Tehreek,353,55128,,PP
PP159,Pakistan Tehreek-e-Insaf,55128,55128,1,PP
PP159,Tehreek Labbaik Pakistan,5438,55128,,PP
PP16,Independent,530,64662,,PP
PP16,Mutahida Majlis-e-Amal Pakistan,2556,64662,,PP
PP16,Pak Sarzameen Party,393,64662,,PP
PP16,Pakistan Muslim League (N),44552,64662,,PP
PP16,Pakistan Peoples Party Parliamentarians,4555,64662,,PP
PP16,Pakistan Tehreek-e-Insaf,64662,64662,1,PP
PP16,Tehreek Labbaik Pakistan,4684,64662,,PP
PP160,Allah-O-Akbar Tehreek,2015,63059,,PP
PP160,Independent,417,63059,,PP
PP160,Pak Sarzameen Party,82,63059,,PP
PP160,Pakistan Muslim League (N),50571,63059,,PP
PP160,Pakistan Peoples Party Parliamentarians,1034,63059,,PP
PP160,Pakistan Tehreek-e-Insaf,63059,63059,1,PP
PP160,Tehreek Labbaik Pakistan,6427,63059,,PP
PP161,Independent,966,34994,,PP
PP161,Mutahida Majlis-e-Amal Pakistan,2501,34994,,PP
PP161,Pak Sarzameen Party,44,34994,,PP
PP161,Pakistan Muslim League (N),30987,34994,,PP
PP161,Pakistan Tehreek-e-Insaf,34994,34994,1,PP
PP161,Tehreek Labbaik Pakistan,3936,34994,,PP
PP162,All Pakistan Muslim League,540,41753,,PP
PP162,Allah-O-Akbar Tehreek,872,41753,,PP
PP162,Awami Party Pakistan-S,143,41753,,PP
PP162,Independent,1096,41753,,PP
PP162,Mutahida Majlis-e-Amal Pakistan,952,41753,,PP
PP162,Pakistan Muslim League (N),41753,41753,1,PP
PP162,Pakistan Peoples Party Parliamentarians,4520,41753,,PP
PP162,Pakistan Reh-e- Haq Party,464,41753,,PP
PP162,Pakistan Tehreek-e-Insaf,40993,41753,,PP
PP162,Tehreek Labbaik Pakistan,4969,41753,,PP
PP163,All Pakistan Muslim League,93,32442,,PP
PP163,Allah-O-Akbar Tehreek,1105,32442,,PP
PP163,Independent,1482,32442,,PP
PP163,Pakistan Muslim League (N),32442,32442,1,PP
PP163,Pakistan Tehreek-e-Insaf,30403,32442,,PP
PP163,Tehreek Labbaik Pakistan,3493,32442,,PP
PP164,Independent,3091,40086,,PP
PP164,Mutahida Majlis-e-Amal Pakistan,1404,40086,,PP
PP164,Pakistan Muslim League (N),40086,40086,1,PP
PP164,Pakistan Peoples Party Parliamentarians,13418,40086,,PP
PP164,Pakistan Tehreek-e-Insaf,19216,40086,,PP
PP164,Tehreek Labbaik Pakistan,2836,40086,,PP
PP164,Tehreek-e-Labbaik Islam,2714,40086,,PP
PP165,Independent,2254,43322,,PP
PP165,Jamiat Ulema-e-Pakistan (Noorani),275,43322,,PP
PP165,Pakistan Muslim League (N),43322,43322,1,PP
PP165,Pakistan Peoples Party Parliamentarians,7655,43322,,PP
PP165,Pakistan Reh-e- Haq Party,928,43322,,PP
PP165,Pakistan Tehreek-e-Insaf,22958,43322,,PP
PP165,Tehreek Labbaik Pakistan,3248,43322,,PP
PP167,All Pakistan Muslim League,183,40640,,PP
PP167,Allah-O-Akbar Tehreek,2905,40640,,PP
PP167,Independent,978,40640,,PP
PP167,Mutahida Majlis-e-Amal Pakistan,899,40640,,PP
PP167,Pakistan Muslim League (N),38438,40640,,PP
PP167,Pakistan Peoples Party Parliamentarians,2788,40640,,PP
PP167,Pakistan Tehreek-e-Insaf,40640,40640,1,PP
PP167,Tehreek Labbaik Pakistan,6286,40640,,PP
PP168,Allah-O-Akbar Tehreek,820,34114,,PP
PP168,Independent,530,34114,,PP
PP168,Mutahida Majlis-e-Amal Pakistan,461,34114,,PP
PP168,National Party,40,34114,,PP
PP168,Pakistan Muslim League (N),34114,34114,1,PP
PP168,Pakistan Peoples Party Parliamentarians,2424,34114,,PP
PP168,Pakistan Tehreek-e-Insaf,14940,34114,,PP
PP168,Tehreek Labbaik Pakistan,9408,34114,,PP
PP169,All Pakistan Muslim League,1456,31458,,PP
PP169,Independent,615,31458,,PP
PP169,Islami Jamhoori Ittehad Pakistan,114,31458,,PP
PP169,National Party,793,31458,,PP
PP169,Pakistan Muslim League (N),31458,31458,1,PP
PP169,Pakistan Peoples Party Parliamentarians,4678,31458,,PP
PP169,Pakistan Tehreek-e-Insaf,13227,31458,,PP
PP169,Tehreek Labbaik Pakistan,4882,31458,,PP
PP169,Tehreek-e-Labbaik Islam,838,31458,,PP
PP17,All Pakistan Muslim League,145,40919,,PP
PP17,Independent,510,40919,,PP
PP17,Mutahida Majlis-e-Amal Pakistan,8248,40919,,PP
PP17,Pakistan Freedom Movement,68,40919,,PP
PP17,Pakistan Muslim League (N),30349,40919,,PP
PP17,Pakistan Tehreek-e-Insaf,40919,40919,1,PP
PP17,Pakistan Tehreek-e-Insaf (Nazriati),122,40919,,PP
PP17,Tehreek Labbaik Pakistan,3859,40919,,PP
PP17,Tehrik Jawanan Pakistan,91,40919,,PP
PP170,Independent,95,25197,,PP
PP170,Mutahida Majlis-e-Amal Pakistan,1446,25197,,PP
PP170,Pakistan Muslim League (N),20759,25197,,PP
PP170,Pakistan Peoples Party Parliamentarians,3366,25197,,PP
PP170,Pakistan Tehreek-e-Insaf,25197,25197,1,PP
PP170,Tehreek Labbaik Pakistan,2584,25197,,PP
PP171,Awami Party Pakistan-S,386,30663,,PP
PP171,Independent,4038,30663,,PP
PP171,Mutahida Majlis-e-Amal Pakistan,745,30663,,PP
PP171,Pakistan Muslim League (N),30663,30663,1,PP
PP171,Pakistan Peoples Party Parliamentarians,3645,30663,,PP
PP171,Pakistan Tehreek-e-Insaf,18342,30663,,PP
PP171,Tehreek Labbaik Pakistan,10352,30663,,PP
PP171,Tehreek-e-Labbaik Islam,4622,30663,,PP
PP172,Independent,28260,28260,1,PP
PP172,Mutahida Majlis-e-Amal Pakistan,447,28260,,PP
PP172,Pakistan Muslim League (N),24382,28260,,PP
PP172,Pakistan Peoples Party (Shaheed Bhutto),173,28260,,PP
PP172,Pakistan Peoples Party Parliamentarians,2917,28260,,PP
PP172,Pakistan Tehreek-e-Insaf,17857,28260,,PP
PP172,Tehreek Labbaik Pakistan,6231,28260,,PP
PP173,Independent,967,29708,,PP
PP173,Mutahida Majlis-e-Amal Pakistan,1620,29708,,PP
PP173,Pakistan Muslim League (N),27640,29708,,PP
PP173,Pakistan Peoples Party Parliamentarians,1228,29708,,PP
PP173,Pakistan Tehreek-e-Insaf,29708,29708,1,PP
PP173,Tehreek Labbaik Pakistan,4734,29708,,PP
PP174,Independent,11808,55470,,PP
PP174,Mutahida Majlis-e-Amal Pakistan,2310,55470,,PP
PP174,National Party,886,55470,,PP
PP174,Pakistan Muslim League (N),55470,55470,1,PP
PP174,Pakistan Peoples Party Parliamentarians,7315,55470,,PP
PP174,Pakistan Tehreek-e-Insaf,24822,55470,,PP
PP174,Roshan Pakistan League,469,55470,,PP
PP174,Tehreek Labbaik Pakistan,5873,55470,,PP
PP175,All Pakistan Muslim League,1181,41343,,PP
PP175,Allah-O-Akbar Tehreek,1578,41343,,PP
PP175,Independent,31450,41343,,PP
PP175,Mutahida Majlis-e-Amal Pakistan,968,41343,,PP
PP175,National Party,299,41343,,PP
PP175,Pakistan Muslim League (N),41343,41343,1,PP
PP175,Pakistan Peoples Party Parliamentarians,6917,41343,,PP
PP175,Pakistan Tehreek-e-Insaf,27791,41343,,PP
PP175,Roshan Pakistan League,1712,41343,,PP
PP175,Tehreek Labbaik Pakistan,8690,41343,,PP
PP176,Amun Taraqqi Party,98,50314,,PP
PP176,Independent,23461,50314,,PP
PP176,Mutahida Majlis-e-Amal Pakistan,7057,50314,,PP
PP176,Pakistan Muslim League (N),50314,50314,1,PP
PP176,Pakistan Peoples Party Parliamentarians,5144,50314,,PP
PP176,Pakistan Tehreek-e-Insaf,31456,50314,,PP
PP176,Roshan Pakistan League,856,50314,,PP
PP176,Tehreek Labbaik Pakistan,4036,50314,,PP
PP177,Allah-O-Akbar Tehreek,5225,41559,,PP
PP177,Independent,31058,41559,,PP
PP177,Pakistan Muslim League (N),39924,41559,,PP
PP177,Pakistan Peoples Party Parliamentarians,5248,41559,,PP
PP177,Pakistan Tehreek-e-Insaf,41559,41559,1,PP
PP177,Tehreek Labbaik Pakistan,3719,41559,,PP
PP178,Allah-O-Akbar Tehreek,4248,37320,,PP
PP178,Independent,33653,37320,,PP
PP178,Pakistan Muslim League (N),37320,37320,1,PP
PP178,Pakistan Peoples Party Parliamentarians,4852,37320,,PP
PP178,Pakistan Tehreek-e-Insaf,27806,37320,,PP
PP178,Pakistan Tehreek-e-Insaf (Nazriati),218,37320,,PP
PP178,Tehreek Labbaik Pakistan,13673,37320,,PP
PP179,Allah-O-Akbar Tehreek,11335,35127,,PP
PP179,Independent,35127,35127,1,PP
PP179,Pakistan Muslim League (N),25612,35127,,PP
PP179,Pakistan Muslim League Organization,297,35127,,PP
PP179,Pakistan Peoples Party Parliamentarians,10907,35127,,PP
PP179,Pakistan Sunni Tehreek,18,35127,,PP
PP179,Pakistan Tehreek-e-Insaf,29314,35127,,PP
PP179,Tehreek Labbaik Pakistan,11330,35127,,PP
PP18,Allah-O-Akbar Tehreek,609,44021,,PP
PP18,Independent,201,44021,,PP
PP18,Mutahida Majlis-e-Amal Pakistan,3566,44021,,PP
PP18,Pakistan Muslim League (N),33114,44021,,PP
PP18,Pakistan Peoples Party Parliamentarians,10200,44021,,PP
PP18,Pakistan Tehreek-e-Insaf,44021,44021,1,PP
PP18,Tehreek Labbaik Pakistan,8528,44021,,PP
PP180,Allah-O-Akbar Tehreek,2915,54081,,PP
PP180,Independent,3142,54081,,PP
PP180,Pakistan Muslim League (N),46176,54081,,PP
PP180,Pakistan Peoples Party Parliamentarians,1929,54081,,PP
PP180,Pakistan Sunni Tehreek,111,54081,,PP
PP180,Pakistan Tehreek-e-Insaf,54081,54081,1,PP
PP180,Pakistan Tehreek-e-Insaf (Nazriati),322,54081,,PP
PP180,Tehreek Labbaik Pakistan,5659,54081,,PP
PP180,Tehreek-e-Labbaik Islam,4311,54081,,PP
PP181,Allah-O-Akbar Tehreek,2395,44592,,PP
PP181,Amun Taraqqi Party,97,44592,,PP
PP181,Independent,9660,44592,,PP
PP181,Mutahida Majlis-e-Amal Pakistan,1162,44592,,PP
PP181,Pakistan Muslim League (N),44592,44592,1,PP
PP181,Pakistan Peoples Party Parliamentarians,2107,44592,,PP
PP181,Pakistan Tehreek-e-Insaf,41516,44592,,PP
PP181,Pakistan Tehreek-e-Insaf (Nazriati),152,44592,,PP
PP181,Roshan Pakistan League,243,44592,,PP
PP181,Tehreek Labbaik Pakistan,12773,44592,,PP
PP182,Allah-O-Akbar Tehreek,4276,42952,,PP
PP182,Independent,34671,42952,,PP
PP182,Pakistan Muslim League (N),42952,42952,1,PP
PP182,Pakistan Peoples Party Parliamentarians,7123,42952,,PP
PP182,Pakistan Tehreek-e-Insaf,18598,42952,,PP
PP182,Pakistan Tehreek-e-Insaf (Nazriati),232,42952,,PP
PP182,Roshan Pakistan League,161,42952,,PP
PP182,Tehreek Labbaik Pakistan,14302,42952,,PP
PP183,Independent,43318,43318,1,PP
PP183,Pakistan Muslim League (N),42426,43318,,PP
PP183,Pakistan Muslim League Organization,89,43318,,PP
PP183,Pakistan Peoples Party Parliamentarians,4269,43318,,PP
PP183,Pakistan Tehreek-e-Insaf,29693,43318,,PP
PP183,Tehreek Labbaik Pakistan,7782,43318,,PP
PP184,Independent,112259,112259,1,PP
PP184,Pakistan Peoples Party Parliamentarians,5406,112259,,PP
PP184,Pakistan Tehreek-e-Insaf (Nazriati),5438,112259,,PP
PP184,Tehreek Labbaik Pakistan,7205,112259,,PP
PP185,Allah-O-Akbar Tehreek,153,48910,,PP
PP185,Independent,23799,48910,,PP
PP185,Mutahida Majlis-e-Amal Pakistan,148,48910,,PP
PP185,Pakistan Muslim League (N),48910,48910,1,PP
PP185,Pakistan Tehreek-e-Insaf,42630,48910,,PP
PP185,Tehreek Labbaik Pakistan,2668,48910,,PP
PP186,Independent,6652,57439,,PP
PP186,Mutahida Majlis-e-Amal Pakistan,1496,57439,,PP
PP186,Pakistan Muslim League (N),57439,57439,1,PP
PP186,Pakistan Tehreek-e-Insaf,50320,57439,,PP
PP186,Tehreek Labbaik Pakistan,6632,57439,,PP
PP187,Independent,27751,44505,,PP
PP187,Mutahida Majlis-e-Amal Pakistan,1786,44505,,PP
PP187,Pakistan Muslim League (N),44505,44505,1,PP
PP187,Pakistan Tehreek-e-Insaf,36929,44505,,PP
PP187,Tehreek Labbaik Pakistan,4893,44505,,PP
PP188,Independent,4355,54792,,PP
PP188,Pakistan Muslim League (N),54792,54792,1,PP
PP188,Pakistan Peoples Party Parliamentarians,1838,54792,,PP
PP188,Pakistan Tehreek-e-Insaf,52192,54792,,PP
PP188,Tehreek Labbaik Pakistan,1383,54792,,PP
PP189,Independent,2043,69513,,PP
PP189,Pakistan Muslim League (N),69513,69513,1,PP
PP189,Pakistan Peoples Party Parliamentarians,2533,69513,,PP
PP189,Pakistan Tehreek-e-Insaf,40472,69513,,PP
PP189,Tehreek Labbaik Pakistan,6352,69513,,PP
PP19,Independent,31451,59490,,PP
PP19,Mutahida Majlis-e-Amal Pakistan,2707,59490,,PP
PP19,Pakistan Muslim League (N),17932,59490,,PP
PP19,Pakistan Peoples Party Parliamentarians,1755,59490,,PP
PP19,Pakistan Tehreek-e-Insaf,59490,59490,1,PP
PP19,Tehreek Labbaik Pakistan,5139,59490,,PP
PP190,Independent,36946,42117,,PP
PP190,Mutahida Majlis-e-Amal Pakistan,5882,42117,,PP
PP190,National Party,687,42117,,PP
PP190,Pakistan Muslim League (N),42117,42117,1,PP
PP190,Pakistan Peoples Party Parliamentarians,4584,42117,,PP
PP190,Pakistan Tehreek-e-Insaf,41176,42117,,PP
PP190,Tehreek Labbaik Pakistan,4126,42117,,PP
PP191,Independent,36782,36782,1,PP
PP191,Mutahida Majlis-e-Amal Pakistan,899,36782,,PP
PP191,Pakistan Human Party,2401,36782,,PP
PP191,Pakistan Muslim League (N),27152,36782,,PP
