Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout
Sheikhupura-IV,NA-134,Khurram Munawwar Munj,Pakistan Muslim League,39363,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Malik Mushtaq Ahmad,Independent,1139,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Meharban Saeen Rana Abdul Ghafoor Mian,Pakistan Muhammadi Party,24,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Mian Asad ullah,Jamaat-e-Islami Pakistan,1087,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Munawar Hussain Munj,Independent,1404,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Rai Azeem Saeed Khan,Independent,1330,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Rai Ijaz Ahmad Khan,Independent,319,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Sardar Muhammad Afzaal Dogar,Independent,711,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Sardar Muhammad Irfan Dogar,Pakistan Muslim League (N),44397,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Shafqat ali,Pakistan Tehreek-e-Insaf,14131,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Sohaib Mushtaq,Independent,545,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Sohaib Mushtaq,Millat Party,0,146443,5605,151990,250183,60.75 %
Sheikhupura-IV,NA-134,Syed Imran Abdullah SO Syed Muhammd Abdullah Shah,Muttahida Qaumi Movement Pakistan,117,146443,5605,151990,250183,60.75 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Ahmad Raza,Tehreek-e-Pasmanada Awam Pakistan,27,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Altaf Hussain,Independent,655,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Chudhary Muhammad Hussain,Independent,29,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Hakeem Muhammad Sadique,MUTAHIDA DEENI MAHAZ,256,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Ijaz Abbas,Independent,1469,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Maqsood Ahmad Awan,Independent,351,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Mian Muhammad Farooq Nasir,Independent,19,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Mian Shamim Haider,Pakistan Peoples Party Parliamentarians,9786,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Mian Ziaullha Zia,Independent,131,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Muhammad Arshad Sahi,Pakistan Tehreek-e-Insaf,40628,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Muhammad Azam,Independent,50,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Muhammad Barjees Tahir,Pakistan Muslim League (N),82150,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Muhammad Ehtsham Amir U Din,Independent,32,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Muhammad Malik,Muttahida Qaumi Movement Pakistan,154,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Muhammad Naeem Khan Lodhi,Independent,1067,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Muhammad Saleem Khan,Independent,603,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Muhammad Shahbaz Mukhtar,Independent,603,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Nasir Ali,Independent,48,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Naveed Husain,Independent,42,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Nazar Hussain,Independent,458,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Rai Azeem Saeed,Independent,159,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Rai Ijaz Ahmad Khan,Independent,15117,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Saleem Iqbal,Independent,1676,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Sardar Asif Dogar,Independent,98,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Sarfraz Ahmad Khan,Jamaat-e-Islami Pakistan,4652,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Ume Kalsoom,Independent,60,161938,6870,168588,285289,59.09 %
Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V,NA-135,Wajad Mustafa Bajwa,Independent,13,161938,6870,168588,285289,59.09 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Abdul Rauf,Independent,1243,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Abid Hussain Chattha,Independent,15595,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Ali Amir Joyia,Independent,1052,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Bashir Ahmed,Independent,156,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Chudhary Bilal Ahmed Virk,Pakistan Muslim League (N),73775,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Chudhary Muhammed Yaqoob,Pakistan Tehreek-e-Insaf,33408,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Hamid Mehmood,Muttahida Qaumi Movement Pakistan,373,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Muhammad Arif Khan,Independent,561,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Nazia Lateef,Independent,569,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Rana Muhammad Afnan Khan,Independent,1059,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Shahid Manzoor Gill,Pakistan Muslim League,36238,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Sheharyar Virk,Independent,1039,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Syed Abrar Hussain Shah,Independent,244,168173,6739,174787,285503,61.22 %
Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI,NA-136,Umer Farooq,Independent,2861,168173,6739,174787,285503,61.22 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Abdul Ghafar Khan,Independent,869,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Agha Abbas Raza,Independent,144,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Ijaz Ahmed Shah,Independent,56050,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Muhammad Imran Ijaz Butt,Muttahida Qaumi Movement Pakistan,344,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Muhammad Khan,Tehreek-e-Pasmanada Awam Pakistan,380,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Muhammad Qasim,Pakistan Sunni Tehreek,635,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Rai Mansab Ali Khan,Pakistan Muslim League (N),61329,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Rai Muhammad Akram Khan Bhatti,Pakistan Tehreek-e-Insaf,8896,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Rana Muhammad Aslam Khan,Independent,3264,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Saeed Ahmad Zafar,Independent,22967,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Shahjahan Ahmad Bhatti,Pakistan Peoples Party Parliamentarians,12007,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Syed Izhar ul Hassan,Independent,168,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Touseef Ahmad Rai,Independent,1936,169065,6641,175596,287484,61.08 %
Nankana Sahib-III (Old Sheikhupra-VII,NA-137,Umme Kalsoom,Independent,76,169065,6641,175596,287484,61.08 %
Kasur-I-Cum-Lahore,NA-138,ABU KHAIR MUHAMMAD ZUBAIR,Jamiat Ulama-e-Pakistan  (Noorani),4937,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,AIZAZ HAIDER,Karwan-i-Millat Pakistan,971,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,AMJAD ALI TUFAIL,Independent,1152,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,CHUDHARY HAKIM ALI,Independent,7448,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,CHUDHARY MUHAMMAD SALEEM NASIM SANDHU,Independent,743,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,FIDA HUSSAIN MATTA,Independent,126,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,HASSAN ALI KHAN,Pakistan Tehreek-e-Insaf,13127,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,MUHAMMAD ASIF YAQUB,Independent,93,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,MUHAMMAD IMRAN HANIF,Independent,64,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,MUHAMMAD RAFIQ,Jamiat Ulama-e-Islam (F),1654,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,NASIR IQBAL,Independent,38,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,NASIRA MEO,Pakistan Peoples Party Parliamentarians,20526,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,SADIA BANO,Independent,26441,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,SALMAN HANIF,Pakistan Muslim League (N),75694,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,SARDAR TUFAIL AHMAD KHAN,Independent,28401,182053,6305,187843,282555,66.50 %
Kasur-I-Cum-Lahore,NA-138,WAQAR MUSTAFA,Independent,638,182053,6305,187843,282555,66.50 %
KASUR-II,NA-139,CHOHADRY MANZOOR AHMAD,Pakistan Peoples Party Parliamentarians,28594,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,GHULAM MUHAMMAD,MUTAHIDA DEENI MAHAZ,849,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,GHULAM MUSTAFA TABASSAM,Independent,140,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,MUHAMMAD JAVED,Jamaat-e-Islami Pakistan,5399,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,MUNIR AHMAD,Independent,642,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,MUNIR AHMAD ZAFAR,Islami Inqalab Party,123,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,NAVEED HASHIM RIZVI,Independent,14954,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,RANA HABIB UR REHMAN KHAN,Independent,68,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,SAAD ULLAH HAMEED DOGER,Independent,1558,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,SAFDAR ALI,Muttahida Qaumi Movement Pakistan,209,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,SARDAR MUHAMMAD HUSSAIN DOGAR,Pakistan Tehreek-e-Insaf,21725,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,SARDAR RIAZ AHMAD DOGAR,Independent,486,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,SHABBIR AHMAD KHAN,Independent,127,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,UMAR HAYAT,Independent,4540,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,UZMA WASEEM,Independent,548,182988,5734,188869,301506,62.00 %
KASUR-II,NA-139,WASEEM AKHTAR SHAIKH,Pakistan Muslim League (N),102565,182988,5734,188869,301506,62.00 %
KASUR-III,NA-140,Amjad Iqbal,Independent,3868,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Azeem u Deen Zahid,Pakistan Muslim League,50488,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Bakhtiar Mehmood Kasuri,Independent,1416,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Ibtsaam Illahi Zahir,Jamiat Ulama-e-Islam (S),2029,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Khursheed Mehmood Kasuri,Pakistan Tehreek-e-Insaf,30431,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Malak Mazhar Rasheed,Independent,134,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Mian Mukhtar Ahmad,Jamaat-e-Islami Pakistan,1878,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Muhammad Ali Javed,Independent,672,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Muhammad Ayub Khan,Independent,237,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Mujahid Muhammad Yaqoob,Independent,146,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Rai Ishtiaq Ahmad,Independent,728,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Rai Muhammad Younas,Muttahida Qaumi Movement Pakistan,467,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Rana Muhammad Ali,All Pakistan Bayrozgar Party,89,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Rasheed Ahmad Khan,Pakistan Muslim League (N),69212,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Sardar Asif Ahmad Ali,Independent,19150,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,SARDAR MUHAMMAD SARWAR DOGAR,Independent,512,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Sardar Muhammad Sarwar Dogar,Millat Party,0,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,SARDAR MUSHTAQ AHMAD,Independent,71,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Sardar Mushtaq Ahmad,Millat Party,0,182127,5715,185869,291601,63.74 %
KASUR-III,NA-140,Zaeem u Deen Aabid,Independent,599,182127,5715,185869,291601,63.74 %
KASUR-IV,NA-141,AKEEL ASLAM,Pakistan Tehreek-e-Insaf,11989,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,ARSHAD ALI,All Pakistan Muslim League,93,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,CHAUDHRY NASIR ALI,Independent,1371,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,HAFIZ SHAHZAD BASHIR,Jamiat Ulama-e-Islam (F),259,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,JEHANGIR ALI,Independent,199,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,NAZIR AHMED,Jamaat-e-Islami Pakistan,1105,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,NAZIR AHMED,Muttahida Qaumi Movement Pakistan,418,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,RANA LIAQAT ALI KHAN,Independent,736,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,RANA MUHAMMAD ISHAQ KHAN,Pakistan Muslim League (N),96737,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,RANA SIKANDAR HAYAT,Independent,760,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,SARDAR MAJID AKHTAR NAKAI,Independent,572,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,SARDAR MUHAMMAD ASIF NAKAI,Independent,66886,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,SARDAR MUHAMMAD ATIF NAKAI,Independent,387,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,SHAHNAZ ARSHAD,Independent,93,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,SIBGHATULLAH CHAUDHRY,Independent,86,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,SYED RAZA ABBAS,Independent,1573,187800,7239,194340,309577,62.78 %
KASUR-IV,NA-141,SYED TARIQ RAZA,Pakistan Peoples Party Parliamentarians,4536,187800,7239,194340,309577,62.78 %
KASUR-V,NA-142,Haji Muhammad Ramzan,Jamaat-e-Islami Pakistan,1923,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Muhammad Arshad Saqi,Independent,112,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Rana Dilshad  Ali,Independent,179,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Rana Khyzar Hayat Khan,Independent,202,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Rana Liaqat Ali Khan,Independent,52,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Rana Muhammad Hayat Khan,Pakistan Muslim League (N),85243,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Rana Naeem Riaz Ahmed,Independent,102,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Rana Skindar Hayat,Independent,135,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Rana Tanveer Riaz Khan,Pakistan Tehreek-e-Insaf,18325,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Sardar Ahmad Ayaz Nakai,Independent,405,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Sardar Muhammad Asif Nakai,Independent,1073,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Sardar Talib Hassan Nakai,Pakistan Muslim League,65758,173646,6099,179473,278336,64.48 %
KASUR-V,NA-142,Syed Naveed Ul Hassan Shah Advocate,Independent,137,173646,6099,179473,278336,64.48 %
OKARA-I,NA-143,ABU BAKAR MUHAMMAD SAEED,Independent,955,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,CH NADEEM ABBAS REBERA,Pakistan Muslim League (N),90652,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,KHALID MAHMOOD JAVED,Independent,0,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,LIAQAT ALI,Jamaat-e-Islami Pakistan,14924,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,MALIK FAKHAR IQBAL WATTOO,All Pakistan Muslim League,963,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,MUDASSAR EJAZ,Muttahida Qaumi Movement Pakistan,141,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,NASIR ALI,Independent,134,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,NOOR UL AEEN RAI,Independent,98,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,QARI NADEEM AHMAD OWAISI,Pakistan Justice Party,605,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,RAI MUHAMMAD ASLAM KHARAL,Pakistan Muslim League,39328,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,RAI MUHAMMAD SALEEM RAZA,Independent,2122,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,SAYYED NOOR UL HASSAN SHAH,Independent,267,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,SUMAIRA MUSHTAQ KHARAL,Millat Party,0,171535,6995,171239,272742,62.78 %
OKARA-I,NA-143,SUMAIRA MUSHTAQ KHARAL,Pakistan Peoples Party Parliamentarians,14351,171535,6995,171239,272742,62.78 %
OKARA-II,NA-144,Abdul Sattar Wahla,Independent,35,169090,4164,171245,293394,58 %
OKARA-II,NA-144,ali arif ch,Independent,60,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Azhar Mahmood Ch,Independent,280,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Ch Sajjad ul Hassan,Independent,448,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Ch Shahid Saleem,Independent,14,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Fayyaz Ahmed Khan Ghori,Independent,1448,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Fayyaz Ali,Muttahida Qaumi Movement Pakistan,87,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Khalid Mahmood,Independent,50,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Major (R) Mahmood Ahmed Gill,Independent,112,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Malik Ghulam qadir,Independent,38,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Mian Rab Nawaz Khan Watto,Independent,13,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Molana  Iftikhar Ahmed,MUTAHIDA DEENI MAHAZ,653,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Muhammad  Farooq Sheikh,Jamaat-e-Islami Pakistan,1773,169090,4164,171245,293394,58 %
OKARA-II,NA-144,muhammad arif ch,Pakistan Muslim League (N),105162,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Muhammad Ashraf,Independent,52,169090,4164,171245,293394,58 %
OKARA-II,NA-144,muhammad shair sajid,Independent,45,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Naseer Ahmed Khan Ghori,Independent,101,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Paulus Bhatti,Independent,21,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Rana Ghulam Raza,Independent,83,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Rao Abdul Qayyum Khan,Independent,353,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Rao Khalid Khan,Pakistan Tehreek-e-Insaf,18648,169090,4164,171245,293394,58 %
OKARA-II,NA-144,sahib zada mian muhammad attiq ur rehman,Independent,49,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Sajid Masieh,Independent,1258,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Sakhawat Ali,Independent,116,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Shafeeqa Baghum Rao Sakandar Iqbal,Millat Party,0,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Shafeeqa Baghum Rao Sikindar Iqbal,Pakistan Peoples Party Parliamentarians,36723,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Shafqat Ali Rabbani,Independent,39,169090,4164,171245,293394,58 %
OKARA-II,NA-144,Shahzad Kaleem Tahir,Independent,82,169090,4164,171245,293394,58 %
OKARA-II,NA-144,syed sajjad hussain shah Kazmi,All Pakistan Muslim League,1347,169090,4164,171245,293394,58 %
OKARA-II,NA-145,Anayat Ali Cheema,Independent,426,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Bilal Zia Qamer,Independent,453,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Bushra Ali,Independent,135,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Muzammil Hussain Joyia,Muttahida Qaumi Movement Pakistan,73,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Rana Khizar Hayat Khan,Independent,31659,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Rana Muhammad Nasir Khan,Independent,554,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Syed Ali Husnain Shah,Pakistan Tehreek-e-Insaf,12319,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Syed Ameer Hamza Kirmani,Independent,657,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Syed Muhammad Ashiq Hussain Shah,Pakistan Muslim League (N),89025,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Syed Muhammad Mehdi,Independent,4128,170939,6777,171245,293394,58 %
OKARA-II,NA-145,Syed Sumsam Ali Shah Bukhari,Pakistan Peoples Party Parliamentarians,26601,170939,6777,171245,293394,58 %
OKARA-IV,NA-146,Abdul Aziz Rashid,Independent,145,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Abdur Raoof Dolla,Pakistan Tehreek-e-Insaf,11999,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Ch Ahmad Nawaz Khan,Independent,680,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Chodhary Jawied Iqbal Kanwal Chandoor,Independent,265,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Khalil Ur Rehman Khan,Independent,98,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Mian Khurram Jahangir Wattoo,Independent,647,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Mian Manzoor Ahmad Khan Wattoo,Pakistan Peoples Party Parliamentarians,27401,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Mian Sana Ullah Dolla,Independent,213,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Moazzam Jahanzaib Wattoo,Independent,144,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Muhammad Ameer Afzal,Independent,92,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Muhammad Jaffar,Independent,867,163583,5910,169396,278408,60.84 %
OKARA-IV,NA-146,Rao Muhammad Ajmal Khan,Pakistan Muslim League (N),109998,163583,5910,169396,278408,60.84 %
